delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_min,estimated_delivery_time_min,actual_delivery_time_min
DEL_001549,ORD_001688,DRV_0264,4.16,12.8,38.2,33.3
DEL_001550,ORD_001689,DRV_0105,9.15,22.3,62.7,63.6
DEL_001551,ORD_001690,DRV_0296,2.72,21.8,42.8,42.9
DEL_001552,ORD_001691,DRV_0114,4.06,22.0,32.5,40.4
DEL_001553,ORD_001692,DRV_0029,0.5,18.9,28.5,27.6
DEL_001554,ORD_001693,DRV_0090,8.83,24.3,60.9,68.6
DEL_001555,ORD_001694,DRV_0072,3.73,17.7,40.9,39.9
DEL_001556,ORD_001695,DRV_0055,5.37,15.7,44.0,39.3
DEL_001557,ORD_001696,DRV_0214,3.35,11.5,27.1,26.9
DEL_001558,ORD_001697,DRV_0253,8.5,15.3,40.6,46.9
DEL_001559,ORD_001698,DRV_0106,1.33,19.6,29.0,25.0
DEL_001560,ORD_001700,DRV_0101,5.27,13.3,37.5,35.3
DEL_001561,ORD_001701,DRV_0244,4.43,30.0,61.4,52.8
DEL_001562,ORD_001702,DRV_0241,5.17,29.1,47.3,48.8
DEL_001563,ORD_001703,DRV_0101,6.9,22.7,49.8,47.5
DEL_001564,ORD_001704,DRV_0040,8.18,21.9,59.2,59.8
DEL_001565,ORD_001705,DRV_0019,6.47,21.7,83.7,80.1
DEL_001566,ORD_001706,DRV_0079,7.1,16.9,36.8,41.9
DEL_001567,ORD_001707,DRV_0269,3.77,26.0,49.3,52.8
DEL_001568,ORD_001708,DRV_0296,7.78,26.0,76.7,78.4
DEL_001569,ORD_001709,DRV_0273,4.25,29.0,46.1,50.6
DEL_001570,ORD_001710,DRV_0060,7.13,31.5,52.0,53.9
DEL_001571,ORD_001711,DRV_0059,6.06,7.5,34.0,32.4
DEL_001572,ORD_001713,DRV_0079,0.94,22.3,26.3,25.0
DEL_001573,ORD_001714,DRV_0030,1.82,13.5,19.9,22.9
DEL_001574,ORD_001715,DRV_0295,3.51,10.4,28.6,32.8
DEL_001575,ORD_001716,DRV_0231,2.49,23.1,40.0,34.8
DEL_001576,ORD_001717,DRV_0005,11.57,37.5,91.9,94.9
DEL_001577,ORD_001718,DRV_0093,7.04,25.3,47.3,50.6
DEL_001578,ORD_001719,DRV_0226,3.98,22.6,43.0,37.1
DEL_001579,ORD_001720,DRV_0020,1.43,31.1,40.3,39.0
DEL_001580,ORD_001721,DRV_0106,5.65,24.6,48.9,51.2
DEL_001581,ORD_001723,DRV_0205,5.89,24.4,58.8,54.7
DEL_001582,ORD_001724,DRV_0017,3.74,15.9,31.6,31.9
DEL_001583,ORD_001725,DRV_0084,10.68,15.6,77.9,74.3
DEL_001584,ORD_001726,DRV_0111,2.33,25.0,30.4,32.6
DEL_001585,ORD_001727,DRV_0238,1.68,16.2,22.2,23.1
DEL_001586,ORD_001728,DRV_0107,12.42,15.0,67.3,64.0
DEL_001587,ORD_001729,DRV_0283,6.38,20.0,50.9,52.0
DEL_001588,ORD_001730,DRV_0195,4.21,31.8,52.1,51.9
DEL_001589,ORD_001731,DRV_0142,5.09,5.7,23.9,25.6
DEL_001590,ORD_001732,DRV_0243,5.94,15.9,57.6,49.6
DEL_001591,ORD_001733,DRV_0113,9.74,22.7,81.1,84.3
DEL_001592,ORD_001734,DRV_0202,3.11,16.7,31.4,36.8
DEL_001593,ORD_001735,DRV_0200,6.85,24.1,65.5,55.1
DEL_001594,ORD_001736,DRV_0027,1.63,27.8,34.4,31.4
DEL_001595,ORD_001737,DRV_0203,3.7,12.5,27.1,28.3
DEL_001596,ORD_001738,DRV_0220,4.57,12.8,34.3,36.4
DEL_001597,ORD_001739,DRV_0031,1.08,18.7,26.4,24.0
DEL_001598,ORD_001740,DRV_0231,20.0,28.4,141.6,134.3
DEL_001599,ORD_001741,DRV_0028,4.01,24.7,47.3,42.1
DEL_001600,ORD_001742,DRV_0089,10.21,9.0,61.0,69.9
DEL_001601,ORD_001743,DRV_0218,2.5,12.2,15.9,16.6
DEL_001602,ORD_001744,DRV_0170,1.19,10.5,17.8,18.5
DEL_001603,ORD_001745,DRV_0112,5.0,9.7,31.4,31.2
DEL_001604,ORD_001746,DRV_0192,9.96,15.1,59.0,62.0
DEL_001605,ORD_001747,DRV_0267,2.5,10.7,24.4,25.0
DEL_001606,ORD_001748,DRV_0104,11.47,18.2,52.8,56.2
DEL_001607,ORD_001749,DRV_0005,4.67,29.2,50.6,47.7
DEL_001608,ORD_001750,DRV_0144,3.66,25.6,48.7,49.6
DEL_001609,ORD_001751,DRV_0270,4.68,15.1,39.5,39.4
DEL_001610,ORD_001752,DRV_0269,1.92,18.7,31.9,30.4
DEL_001611,ORD_001753,DRV_0282,3.72,26.5,41.2,45.1
DEL_001612,ORD_001754,DRV_0043,5.15,15.8,38.9,38.0
DEL_001613,ORD_001755,DRV_0071,0.6,18.0,23.9,23.1
DEL_001614,ORD_001756,DRV_0203,5.16,30.1,43.0,46.5
DEL_001615,ORD_001757,DRV_0134,11.37,22.5,57.1,62.9
DEL_001616,ORD_001759,DRV_0282,14.29,10.9,44.5,44.7
DEL_001617,ORD_001760,DRV_0272,3.33,30.1,43.1,42.4
DEL_001618,ORD_001761,DRV_0109,2.21,23.8,33.8,33.6
DEL_001619,ORD_001762,DRV_0171,1.03,15.8,18.2,20.2
DEL_001620,ORD_001763,DRV_0024,4.0,26.8,53.5,57.7
DEL_001621,ORD_001764,DRV_0016,15.32,18.0,52.0,67.0
DEL_001622,ORD_001765,DRV_0216,1.27,30.5,32.3,38.2
DEL_001623,ORD_001766,DRV_0242,0.63,22.2,31.0,27.2
DEL_001624,ORD_001767,DRV_0286,4.79,19.5,35.6,38.9
DEL_001625,ORD_001768,DRV_0275,11.21,12.1,64.8,63.3
DEL_001626,ORD_001770,DRV_0164,9.02,18.4,58.6,53.8
DEL_001627,ORD_001771,DRV_0129,3.01,19.1,25.8,32.6
DEL_001628,ORD_001772,DRV_0283,13.88,22.8,102.6,106.8
DEL_001629,ORD_001773,DRV_0215,1.24,23.2,26.5,30.3
DEL_001630,ORD_001774,DRV_0017,3.19,12.6,27.8,33.0
DEL_001631,ORD_001775,DRV_0056,3.12,17.8,31.3,33.5
DEL_001632,ORD_001776,DRV_0192,2.92,30.4,43.2,56.3
DEL_001633,ORD_001778,DRV_0300,3.6,26.0,37.8,37.9
DEL_001634,ORD_001779,DRV_0219,6.7,20.2,36.6,43.5
DEL_001635,ORD_001780,DRV_0244,7.52,23.8,63.3,58.9
DEL_001636,ORD_001781,DRV_0271,6.21,21.2,46.6,63.1
DEL_001637,ORD_001782,DRV_0244,4.75,12.1,49.2,48.6
DEL_001638,ORD_001783,DRV_0077,4.09,18.0,21.8,30.9
DEL_001639,ORD_001784,DRV_0226,8.06,35.9,76.1,69.1
DEL_001640,ORD_001785,DRV_0164,3.17,8.4,18.5,17.6
DEL_001641,ORD_001786,DRV_0003,9.34,20.3,55.1,61.0
DEL_001642,ORD_001787,DRV_0234,1.95,23.0,26.4,30.4
DEL_001643,ORD_001788,DRV_0224,2.9,28.4,39.6,38.9
DEL_001644,ORD_001789,DRV_0245,2.92,20.1,31.2,36.6
DEL_001645,ORD_001790,DRV_0134,14.1,34.0,74.6,78.2
DEL_001646,ORD_001791,DRV_0188,8.99,21.6,67.2,67.8
DEL_001647,ORD_001792,DRV_0169,9.13,27.7,57.9,52.7
DEL_001648,ORD_001793,DRV_0202,4.56,28.5,46.2,51.4
DEL_001649,ORD_001794,DRV_0063,11.1,32.0,78.8,83.8
DEL_001650,ORD_001795,DRV_0283,2.15,21.0,31.0,34.9
DEL_001651,ORD_001796,DRV_0002,4.2,18.9,40.3,40.9
DEL_001652,ORD_001797,DRV_0115,12.38,39.3,86.3,79.2
DEL_001653,ORD_001798,DRV_0222,0.58,22.0,27.9,23.8
DEL_001654,ORD_001799,DRV_0095,0.75,13.5,18.2,15.2
DEL_001655,ORD_001800,DRV_0020,2.68,20.5,27.7,30.0
DEL_001656,ORD_001801,DRV_0061,4.6,22.6,58.1,61.7
DEL_001657,ORD_001802,DRV_0155,17.81,28.7,97.7,116.6
DEL_001658,ORD_001803,DRV_0054,3.69,18.4,31.1,35.4
DEL_001659,ORD_001804,DRV_0161,4.67,36.7,52.9,57.1
DEL_001660,ORD_001806,DRV_0079,3.05,15.4,30.6,32.3
DEL_001661,ORD_001807,DRV_0245,4.7,32.3,50.1,51.9
DEL_001662,ORD_001808,DRV_0115,13.72,23.4,103.4,86.8
DEL_001663,ORD_001809,DRV_0221,5.22,16.7,29.9,38.4
DEL_001664,ORD_001810,DRV_0063,1.24,28.9,38.9,38.1
DEL_001665,ORD_001811,DRV_0205,2.64,15.5,36.4,32.6
DEL_001666,ORD_001812,DRV_0119,6.64,35.6,82.9,91.6
DEL_001667,ORD_001813,DRV_0045,12.17,25.1,95.7,94.0
DEL_001668,ORD_001814,DRV_0048,4.8,37.6,53.7,55.0
DEL_001669,ORD_001816,DRV_0293,3.47,24.5,51.9,50.6
DEL_001670,ORD_001817,DRV_0105,8.49,5.0,26.7,29.6
DEL_001671,ORD_001818,DRV_0059,5.16,17.7,58.9,52.9
DEL_001672,ORD_001819,DRV_0096,0.69,28.6,33.5,32.0
DEL_001673,ORD_001820,DRV_0278,8.86,5.7,52.2,50.4
DEL_001674,ORD_001821,DRV_0110,8.84,20.6,62.8,63.6
DEL_001675,ORD_001822,DRV_0286,4.72,17.2,40.7,37.6
DEL_001676,ORD_001823,DRV_0105,1.62,11.5,22.0,19.7
DEL_001677,ORD_001824,DRV_0043,4.97,5.0,26.5,28.3
DEL_001678,ORD_001826,DRV_0231,2.78,37.3,41.8,44.8
DEL_001679,ORD_001827,DRV_0086,12.2,16.7,72.6,84.5
DEL_001680,ORD_001828,DRV_0006,9.35,34.1,70.9,78.8
DEL_001681,ORD_001829,DRV_0123,8.83,18.4,57.0,56.2
DEL_001682,ORD_001830,DRV_0022,5.23,22.4,44.5,44.6
DEL_001683,ORD_001832,DRV_0153,6.23,24.4,53.9,56.7
DEL_001684,ORD_001833,DRV_0205,17.87,24.9,98.0,124.3
DEL_001685,ORD_001834,DRV_0024,8.83,27.9,66.1,73.4
DEL_001686,ORD_001835,DRV_0010,0.85,19.1,21.9,21.6
DEL_001687,ORD_001836,DRV_0111,14.07,19.2,90.6,92.1
DEL_001688,ORD_001838,DRV_0246,9.7,13.4,40.7,47.7
DEL_001689,ORD_001839,DRV_0179,7.82,24.5,42.4,44.9
DEL_001690,ORD_001840,DRV_0145,1.89,30.9,40.7,47.3
DEL_001691,ORD_001841,DRV_0143,5.6,43.5,96.2,88.5
DEL_001692,ORD_001842,DRV_0117,4.28,24.8,60.4,57.0
DEL_001693,ORD_001843,DRV_0221,4.1,32.1,57.5,50.7
DEL_001694,ORD_001844,DRV_0125,4.0,5.2,22.2,22.4
DEL_001695,ORD_001845,DRV_0116,4.31,9.4,26.4,26.8
DEL_001696,ORD_001846,DRV_0036,3.12,27.8,36.5,36.4
DEL_001697,ORD_001847,DRV_0155,8.7,13.0,56.3,55.7
DEL_001698,ORD_001848,DRV_0207,16.76,42.8,140.6,120.9
DEL_001699,ORD_001849,DRV_0294,5.98,23.1,59.2,57.1
DEL_001700,ORD_001850,DRV_0083,12.83,16.4,106.9,94.4
DEL_001701,ORD_001851,DRV_0042,6.85,36.2,49.0,59.9
DEL_001702,ORD_001852,DRV_0002,5.94,29.9,44.9,54.1
DEL_001703,ORD_001853,DRV_0145,4.46,16.5,41.2,36.0
DEL_001704,ORD_001854,DRV_0293,9.74,15.1,60.2,59.1
DEL_001705,ORD_001855,DRV_0047,2.93,28.5,46.8,44.0
DEL_001706,ORD_001856,DRV_0003,3.49,32.4,59.1,52.8
DEL_001707,ORD_001857,DRV_0114,6.34,26.2,66.8,56.0
DEL_001708,ORD_001858,DRV_0032,14.14,11.9,89.6,86.3
DEL_001709,ORD_001859,DRV_0211,9.6,26.3,82.7,91.9
DEL_001710,ORD_001860,DRV_0067,2.87,17.4,43.1,44.0
DEL_001711,ORD_001861,DRV_0158,3.54,14.9,27.3,27.8
DEL_001712,ORD_001862,DRV_0274,11.12,18.6,87.4,80.9
DEL_001713,ORD_001863,DRV_0220,2.44,30.9,41.4,45.5
DEL_001714,ORD_001865,DRV_0100,2.53,35.1,46.0,45.5
DEL_001715,ORD_001866,DRV_0068,5.87,7.7,37.8,38.5
DEL_001716,ORD_001867,DRV_0233,2.87,23.5,35.8,39.0
DEL_001717,ORD_001868,DRV_0113,5.96,12.0,30.1,38.3
DEL_001718,ORD_001870,DRV_0084,7.47,26.7,51.1,48.6
DEL_001719,ORD_001871,DRV_0071,5.2,16.4,49.8,44.7
DEL_001720,ORD_001873,DRV_0234,14.31,31.3,93.8,95.4
DEL_001721,ORD_001874,DRV_0262,7.77,24.3,49.5,62.1
DEL_001722,ORD_001875,DRV_0182,8.34,20.8,66.7,62.0
DEL_001723,ORD_001876,DRV_0272,4.46,21.9,38.6,45.5
DEL_001724,ORD_001877,DRV_0104,2.82,22.0,35.3,33.4
DEL_001725,ORD_001878,DRV_0251,3.27,13.2,25.0,25.8
DEL_001726,ORD_001879,DRV_0195,5.63,14.7,55.1,46.9
DEL_001727,ORD_001880,DRV_0035,5.53,27.7,62.1,57.4
DEL_001728,ORD_001883,DRV_0115,10.72,27.7,71.3,71.2
DEL_001729,ORD_001884,DRV_0035,5.16,15.8,44.8,43.5
DEL_001730,ORD_001885,DRV_0077,2.63,32.0,50.1,53.6
DEL_001731,ORD_001886,DRV_0056,2.17,22.6,34.3,41.8
DEL_001732,ORD_001887,DRV_0196,5.99,22.9,33.1,42.0
DEL_001733,ORD_001888,DRV_0224,5.71,25.4,53.7,55.4
DEL_001734,ORD_001889,DRV_0111,14.06,29.5,100.7,124.1
DEL_001735,ORD_001890,DRV_0119,3.25,17.6,41.4,41.0
DEL_001736,ORD_001891,DRV_0222,4.56,20.1,36.0,37.5
DEL_001737,ORD_001892,DRV_0071,4.52,19.5,33.0,40.1
DEL_001738,ORD_001893,DRV_0269,2.89,7.6,20.7,22.9
DEL_001739,ORD_001894,DRV_0112,1.36,23.1,40.2,37.1
DEL_001740,ORD_001895,DRV_0201,6.04,21.9,47.4,43.6
DEL_001741,ORD_001896,DRV_0040,2.52,33.7,46.3,44.1
DEL_001742,ORD_001897,DRV_0294,3.49,23.5,47.1,51.7
DEL_001743,ORD_001898,DRV_0238,2.24,30.2,45.3,49.6
DEL_001744,ORD_001899,DRV_0027,7.63,10.4,54.1,56.0
DEL_001745,ORD_001900,DRV_0138,4.86,31.1,44.0,53.8
DEL_001746,ORD_001901,DRV_0145,2.41,19.8,34.3,40.7
DEL_001747,ORD_001902,DRV_0143,1.03,21.5,21.4,20.6
DEL_001748,ORD_001903,DRV_0251,1.28,7.3,9.6,8.4
DEL_001749,ORD_001904,DRV_0058,1.46,30.7,35.8,38.3
DEL_001750,ORD_001905,DRV_0114,7.76,21.8,42.2,46.7
DEL_001751,ORD_001906,DRV_0171,4.44,18.9,44.9,41.7
DEL_001752,ORD_001907,DRV_0251,11.86,24.0,60.5,58.8
DEL_001753,ORD_001908,DRV_0194,5.1,24.2,46.1,46.2
DEL_001754,ORD_001910,DRV_0054,7.43,28.3,65.6,58.0
DEL_001755,ORD_001911,DRV_0088,5.77,25.6,65.2,66.9
DEL_001756,ORD_001912,DRV_0061,5.08,27.0,44.0,46.1
DEL_001757,ORD_001913,DRV_0112,6.1,14.6,45.3,40.5
DEL_001758,ORD_001915,DRV_0201,11.47,21.6,73.9,76.7
DEL_001759,ORD_001916,DRV_0128,2.39,26.5,33.2,44.4
DEL_001760,ORD_001917,DRV_0147,6.58,20.9,46.9,50.3
DEL_001761,ORD_001918,DRV_0077,2.33,30.7,47.2,46.7
DEL_001762,ORD_001919,DRV_0117,5.47,18.5,59.4,56.2
DEL_001763,ORD_001920,DRV_0080,5.43,32.0,68.9,59.8
DEL_001764,ORD_001921,DRV_0091,3.49,21.9,35.8,33.2
DEL_001765,ORD_001922,DRV_0193,3.49,38.4,65.5,65.1
DEL_001766,ORD_001923,DRV_0083,7.77,21.9,78.8,74.4
DEL_001767,ORD_001924,DRV_0093,5.77,30.3,59.1,66.7
DEL_001768,ORD_001925,DRV_0269,12.92,12.0,76.6,78.2
DEL_001769,ORD_001926,DRV_0083,3.09,26.2,37.7,38.0
DEL_001770,ORD_001927,DRV_0235,9.55,18.1,74.3,75.0
DEL_001771,ORD_001928,DRV_0085,4.22,16.8,40.7,37.4
DEL_001772,ORD_001929,DRV_0023,2.88,23.7,35.4,36.4
DEL_001773,ORD_001930,DRV_0026,4.79,13.6,25.4,29.1
DEL_001774,ORD_001931,DRV_0253,5.52,40.2,44.3,53.3
DEL_001775,ORD_001932,DRV_0221,5.19,22.8,34.7,43.3
DEL_001776,ORD_001933,DRV_0113,3.41,16.3,34.8,35.0
DEL_001777,ORD_001934,DRV_0008,2.96,20.7,30.2,30.6
DEL_001778,ORD_001935,DRV_0156,3.5,24.5,36.2,38.8
DEL_001779,ORD_001936,DRV_0062,4.56,24.6,49.0,46.6
DEL_001780,ORD_001937,DRV_0111,6.13,15.2,37.1,48.0
DEL_001781,ORD_001938,DRV_0217,13.13,15.2,67.9,67.9
DEL_001782,ORD_001939,DRV_0018,3.39,34.1,44.1,46.7
DEL_001783,ORD_001941,DRV_0101,5.41,24.4,51.7,48.6
DEL_001784,ORD_001942,DRV_0161,20.0,27.6,124.9,122.3
DEL_001785,ORD_001943,DRV_0067,3.11,14.3,31.9,33.2
DEL_001786,ORD_001944,DRV_0061,4.66,13.5,33.9,28.6
DEL_001787,ORD_001945,DRV_0052,3.05,23.4,42.9,46.9
DEL_001788,ORD_001946,DRV_0174,9.08,17.4,49.3,59.0
DEL_001789,ORD_001947,DRV_0063,1.47,14.7,17.6,18.8
DEL_001790,ORD_001948,DRV_0213,3.41,25.8,38.1,33.5
DEL_001791,ORD_001949,DRV_0010,3.91,18.7,22.0,27.0
DEL_001792,ORD_001950,DRV_0072,5.16,9.8,29.2,29.5
DEL_001793,ORD_001951,DRV_0190,16.64,15.3,88.3,88.2
DEL_001794,ORD_001952,DRV_0298,8.52,28.1,70.5,74.4
DEL_001795,ORD_001953,DRV_0010,3.41,15.1,34.1,35.6
DEL_001796,ORD_001954,DRV_0299,4.07,24.4,33.8,30.7
DEL_001797,ORD_001955,DRV_0135,7.09,21.9,52.2,55.1
DEL_001798,ORD_001956,DRV_0090,3.63,7.8,21.6,23.0
DEL_001799,ORD_001957,DRV_0084,3.15,30.3,48.4,47.8
DEL_001800,ORD_001958,DRV_0141,2.66,30.8,35.6,39.3
DEL_001801,ORD_001959,DRV_0026,16.21,11.4,93.9,113.6
DEL_001802,ORD_001960,DRV_0248,1.34,23.5,24.2,24.7
DEL_001803,ORD_001961,DRV_0207,8.65,12.8,43.2,38.6
DEL_001804,ORD_001962,DRV_0230,7.99,24.3,56.4,57.0
DEL_001805,ORD_001963,DRV_0142,8.83,25.2,83.5,84.3
DEL_001806,ORD_001964,DRV_0284,7.44,28.4,58.6,59.2
DEL_001807,ORD_001966,DRV_0159,6.73,13.0,54.2,64.5
DEL_001808,ORD_001967,DRV_0175,7.31,13.0,45.3,41.6
DEL_001809,ORD_001968,DRV_0156,3.82,22.7,50.9,47.5
DEL_001810,ORD_001969,DRV_0080,1.1,20.4,23.1,23.6
DEL_001811,ORD_001970,DRV_0276,8.77,17.5,51.8,58.2
DEL_001812,ORD_001971,DRV_0027,4.83,30.0,45.2,46.2
DEL_001813,ORD_001972,DRV_0236,2.38,18.3,23.0,24.3
DEL_001814,ORD_001973,DRV_0016,5.03,19.3,50.9,54.3
DEL_001815,ORD_001974,DRV_0275,5.89,35.7,44.5,59.4
DEL_001816,ORD_001975,DRV_0079,4.9,25.2,46.8,46.6
DEL_001817,ORD_001976,DRV_0180,9.74,13.6,57.3,55.3
DEL_001818,ORD_001977,DRV_0197,16.28,11.4,88.4,88.4
DEL_001819,ORD_001979,DRV_0162,0.72,28.5,37.8,36.8
DEL_001820,ORD_001980,DRV_0277,6.87,20.8,45.9,45.7
DEL_001821,ORD_001981,DRV_0253,4.85,23.5,38.6,41.3
DEL_001822,ORD_001982,DRV_0078,5.0,32.0,59.0,57.0
DEL_001823,ORD_001984,DRV_0074,5.36,20.4,37.5,39.0
DEL_001824,ORD_001985,DRV_0262,7.18,19.7,50.8,61.8
DEL_001825,ORD_001986,DRV_0194,3.95,20.7,43.4,45.0
DEL_001826,ORD_001987,DRV_0025,2.54,11.2,19.7,24.0
DEL_001827,ORD_001988,DRV_0064,0.92,28.3,35.8,32.7
DEL_001828,ORD_001989,DRV_0287,4.43,17.4,43.9,42.6
DEL_001829,ORD_001990,DRV_0003,6.24,11.3,34.6,35.3
DEL_001830,ORD_001991,DRV_0120,3.42,28.3,42.6,38.7
DEL_001831,ORD_001992,DRV_0225,6.53,22.7,36.1,38.9
DEL_001832,ORD_001993,DRV_0262,6.89,30.3,45.3,51.6
DEL_001833,ORD_001994,DRV_0174,1.16,12.2,9.8,13.0
DEL_001834,ORD_001995,DRV_0066,2.25,30.5,43.9,45.0
DEL_001835,ORD_001996,DRV_0186,6.88,27.9,63.6,55.0
DEL_001836,ORD_001997,DRV_0252,4.03,19.3,32.1,37.0
DEL_001837,ORD_001998,DRV_0193,5.4,22.1,61.2,60.4
DEL_001838,ORD_001999,DRV_0281,4.0,22.4,35.9,41.6
DEL_001839,ORD_002001,DRV_0290,1.94,28.5,32.7,32.1
DEL_001840,ORD_002002,DRV_0091,4.17,24.7,69.2,62.0
DEL_001841,ORD_002003,DRV_0164,4.29,17.3,49.3,45.5
DEL_001842,ORD_002004,DRV_0037,3.97,23.7,33.7,36.7
DEL_001843,ORD_002005,DRV_0288,1.11,23.9,34.7,38.4
DEL_001844,ORD_002006,DRV_0218,4.89,12.4,38.5,36.6
DEL_001845,ORD_002007,DRV_0061,7.45,22.3,59.4,54.3
DEL_001846,ORD_002008,DRV_0050,3.79,30.7,47.4,45.6
DEL_001847,ORD_002009,DRV_0205,10.51,26.9,67.7,69.5
DEL_001848,ORD_002010,DRV_0241,3.31,36.1,48.7,51.2
DEL_001849,ORD_002012,DRV_0056,3.0,22.6,43.0,40.9
DEL_001850,ORD_002014,DRV_0165,1.42,18.3,26.2,24.5
DEL_001851,ORD_002016,DRV_0059,9.93,17.7,67.2,66.4
DEL_001852,ORD_002017,DRV_0154,5.44,14.6,35.1,34.7
DEL_001853,ORD_002018,DRV_0114,5.03,19.7,36.6,40.1
DEL_001854,ORD_002019,DRV_0234,8.84,20.4,70.7,80.5
DEL_001855,ORD_002021,DRV_0220,12.08,29.6,84.5,72.4
DEL_001856,ORD_002022,DRV_0045,6.59,5.0,38.9,36.8
DEL_001857,ORD_002023,DRV_0271,11.49,12.5,58.0,59.8
DEL_001858,ORD_002024,DRV_0017,9.38,27.5,56.7,67.1
DEL_001859,ORD_002025,DRV_0172,3.74,28.3,33.7,34.8
DEL_001860,ORD_002026,DRV_0231,4.36,22.6,41.9,46.5
DEL_001861,ORD_002027,DRV_0117,8.26,24.5,54.2,54.6
DEL_001862,ORD_002028,DRV_0027,6.24,25.9,55.5,57.6
DEL_001863,ORD_002029,DRV_0291,2.36,24.5,29.1,38.2
DEL_001864,ORD_002030,DRV_0269,5.61,17.3,50.7,51.9
DEL_001865,ORD_002031,DRV_0098,6.02,33.0,67.8,66.3
DEL_001866,ORD_002032,DRV_0108,6.17,20.1,51.8,57.2
DEL_001867,ORD_002033,DRV_0242,4.19,31.5,46.1,54.8
DEL_001868,ORD_002034,DRV_0169,5.93,22.2,58.4,56.3
DEL_001869,ORD_002035,DRV_0138,0.56,25.0,31.8,31.8
DEL_001870,ORD_002036,DRV_0129,8.65,28.9,54.1,56.7
DEL_001871,ORD_002037,DRV_0266,12.67,19.9,83.0,85.3
DEL_001872,ORD_002038,DRV_0197,2.27,23.2,26.0,28.2
DEL_001873,ORD_002039,DRV_0163,3.89,19.8,45.5,46.7
DEL_001874,ORD_002040,DRV_0194,2.63,15.9,28.8,28.1
DEL_001875,ORD_002041,DRV_0042,4.15,15.5,24.9,27.5
DEL_001876,ORD_002042,DRV_0266,1.36,15.8,24.7,29.4
DEL_001877,ORD_002043,DRV_0287,4.01,34.6,64.9,68.4
DEL_001878,ORD_002044,DRV_0079,8.69,19.2,53.5,56.6
DEL_001879,ORD_002046,DRV_0009,5.07,19.3,34.7,36.6
DEL_001880,ORD_002047,DRV_0146,1.01,27.2,34.2,37.2
DEL_001881,ORD_002048,DRV_0122,5.17,23.2,61.0,60.5
DEL_001882,ORD_002049,DRV_0256,2.43,28.6,42.6,41.6
DEL_001883,ORD_002051,DRV_0060,3.26,23.6,43.0,45.5
DEL_001884,ORD_002052,DRV_0158,2.23,18.3,29.4,32.7
DEL_001885,ORD_002053,DRV_0168,10.84,35.3,73.0,78.4
DEL_001886,ORD_002054,DRV_0224,12.85,21.1,74.5,66.5
DEL_001887,ORD_002055,DRV_0033,4.74,16.5,20.4,22.6
DEL_001888,ORD_002056,DRV_0068,3.55,34.6,58.2,55.8
DEL_001889,ORD_002057,DRV_0169,3.07,13.5,29.5,30.6
DEL_001890,ORD_002058,DRV_0193,6.46,16.5,43.2,41.5
DEL_001891,ORD_002059,DRV_0092,4.19,21.2,43.5,43.9
DEL_001892,ORD_002060,DRV_0195,1.89,29.9,36.7,38.8
DEL_001893,ORD_002061,DRV_0260,8.68,25.7,68.4,54.4
DEL_001894,ORD_002062,DRV_0131,8.0,13.9,47.8,47.3
DEL_001895,ORD_002063,DRV_0040,5.97,22.0,53.7,54.6
DEL_001896,ORD_002064,DRV_0242,4.12,18.3,40.8,40.0
DEL_001897,ORD_002065,DRV_0135,4.68,35.4,68.2,66.0
DEL_001898,ORD_002067,DRV_0200,10.96,33.0,103.7,92.7
DEL_001899,ORD_002068,DRV_0086,18.83,15.5,77.5,86.2
DEL_001900,ORD_002069,DRV_0221,7.34,22.0,45.5,54.2
DEL_001901,ORD_002070,DRV_0267,1.34,24.0,35.9,32.9
DEL_001902,ORD_002071,DRV_0172,4.03,23.7,25.3,30.1
DEL_001903,ORD_002072,DRV_0122,1.01,24.6,29.1,30.2
DEL_001904,ORD_002073,DRV_0132,5.23,25.5,43.9,52.3
DEL_001905,ORD_002074,DRV_0026,5.59,19.5,53.6,53.3
DEL_001906,ORD_002075,DRV_0050,1.41,18.3,24.9,25.5
DEL_001907,ORD_002076,DRV_0168,1.37,24.2,31.2,27.1
DEL_001908,ORD_002077,DRV_0078,12.11,19.7,102.3,96.7
DEL_001909,ORD_002078,DRV_0086,9.96,24.3,58.2,59.3
DEL_001910,ORD_002079,DRV_0082,8.56,39.5,100.0,99.0
DEL_001911,ORD_002080,DRV_0221,7.24,26.3,97.8,97.7
DEL_001912,ORD_002081,DRV_0091,8.24,31.6,62.6,67.1
DEL_001913,ORD_002082,DRV_0164,2.96,34.4,60.4,51.5
DEL_001914,ORD_002083,DRV_0045,10.32,18.6,58.6,60.1
DEL_001915,ORD_002084,DRV_0034,8.83,28.3,55.8,59.7
DEL_001916,ORD_002085,DRV_0160,7.39,35.5,71.1,66.1
DEL_001917,ORD_002086,DRV_0099,4.57,24.4,44.6,40.2
DEL_001918,ORD_002087,DRV_0036,2.44,24.6,40.0,39.0
DEL_001919,ORD_002088,DRV_0176,4.6,29.4,39.6,51.0
DEL_001920,ORD_002089,DRV_0098,2.15,12.3,15.0,15.8
DEL_001921,ORD_002090,DRV_0262,11.43,17.0,49.1,57.1
DEL_001922,ORD_002091,DRV_0188,5.17,24.1,48.0,51.9
DEL_001923,ORD_002092,DRV_0112,10.99,28.5,58.0,69.7
DEL_001924,ORD_002093,DRV_0122,3.56,21.6,35.6,32.5
